timestamp,severity,rule,pid,process_name,path,action,message
2025-12-17T14:19:44.356862,WARNING,ML_ANOMALY,11860,M365Copilot.exe,,Score +10 (total 10),ML behavioral anomaly (z=3.72)
2025-12-17T14:19:48.971162,INFO,ML_ANOMALY,21464,SearchProtocolHost.exe,,Whitelisted,ML behavioral anomaly (z=4.00)
2025-12-17T14:19:53.070119,INFO,ML_ANOMALY,21464,SearchProtocolHost.exe,,Whitelisted,ML behavioral anomaly (z=3.73)
2025-12-17T14:19:54.579214,WARNING,ML_ANOMALY,4528,vmnat.exe,,Score +10 (total 10),ML behavioral anomaly (z=3.96)
2025-12-17T14:19:57.356250,WARNING,ML_ANOMALY,4528,vmnat.exe,,Score +10 (total 20),ML behavioral anomaly (z=4.31)
2025-12-17T14:19:59.283826,INFO,ML_ANOMALY,12020,svchost.exe,,Whitelisted,ML behavioral anomaly (z=4.05)
2025-12-17T14:20:02.596842,INFO,ML_ANOMALY,5560,svchost.exe,,Whitelisted,ML behavioral anomaly (z=4.80)
2025-12-17T14:20:02.852929,WARNING,ML_ANOMALY,9324,ctfmon.exe,,Score +10 (total 10),ML behavioral anomaly (z=4.80)
2025-12-17T14:20:10.999545,INFO,ML_ANOMALY,2384,svchost.exe,,Whitelisted,ML behavioral anomaly (z=5.20)
2025-12-17T14:20:14.224311,INFO,ML_ANOMALY,21464,SearchProtocolHost.exe,,Whitelisted,ML behavioral anomaly (z=5.29)
2025-12-17T14:20:17.686220,INFO,ML_ANOMALY,5676,comet.exe,,Whitelisted,ML behavioral anomaly (z=4.48)
2025-12-17T14:20:17.877626,WARNING,ML_ANOMALY,11860,M365Copilot.exe,,Score +10 (total 20),ML behavioral anomaly (z=3.62)
2025-12-17T14:20:17.959911,INFO,ML_ANOMALY,13736,comet.exe,,Whitelisted,ML behavioral anomaly (z=5.38)
2025-12-17T14:20:18.019259,INFO,ML_ANOMALY,15980,comet.exe,,Whitelisted,ML behavioral anomaly (z=3.51)
2025-12-17T14:20:19.803849,INFO,ML_ANOMALY,2744,svchost.exe,,Whitelisted,ML behavioral anomaly (z=5.39)
2025-12-17T14:20:25.382766,INFO,ML_ANOMALY,2384,svchost.exe,,Whitelisted,ML behavioral anomaly (z=4.16)
2025-12-17T14:20:26.673090,INFO,ML_ANOMALY,12744,firefox.exe,,Whitelisted,ML behavioral anomaly (z=4.85)
2025-12-17T14:20:26.737144,INFO,ML_ANOMALY,15920,msedge.exe,,Whitelisted,ML behavioral anomaly (z=3.56)
2025-12-17T14:20:26.767105,WARNING,ML_ANOMALY,17288,ChatGPT.exe,,Score +10 (total 10),ML behavioral anomaly (z=3.98)
2025-12-17T14:20:27.837990,WARNING,ML_ANOMALY,4,System,,Score +10 (total 10),ML behavioral anomaly (z=4.12)
2025-12-17T14:20:28.556066,INFO,ML_ANOMALY,3504,Code.exe,,Whitelisted,ML behavioral anomaly (z=3.60)
2025-12-17T14:20:28.901319,WARNING,ML_ANOMALY,17368,taskhostw.exe,,Score +10 (total 10),ML behavioral anomaly (z=5.39)
2025-12-17T14:20:31.698571,WARNING,ML_ANOMALY,544,lsass.exe,,Score +10 (total 10),ML behavioral anomaly (z=5.39)
2025-12-17T14:20:32.111813,INFO,ML_ANOMALY,8244,Code.exe,,Whitelisted,ML behavioral anomaly (z=5.23)
2025-12-17T14:20:35.309328,INFO,ML_ANOMALY,2984,msedge.exe,,Whitelisted,ML behavioral anomaly (z=4.37)
2025-12-17T14:20:35.682524,INFO,ML_ANOMALY,9388,msedge.exe,,Whitelisted,ML behavioral anomaly (z=4.80)
2025-12-17T14:20:36.257670,INFO,ML_ANOMALY,9988,powershell.exe,,Whitelisted,ML behavioral anomaly (z=3.74)
2025-12-17T14:20:36.319291,INFO,ML_ANOMALY,10992,msedge.exe,,Whitelisted,ML behavioral anomaly (z=4.80)
2025-12-17T14:20:36.524013,INFO,ML_ANOMALY,13168,msedge.exe,,Whitelisted,ML behavioral anomaly (z=5.22)
2025-12-17T14:20:36.552431,INFO,ML_ANOMALY,13560,msedge.exe,,Whitelisted,ML behavioral anomaly (z=4.80)
2025-12-17T14:20:38.561722,INFO,ML_ANOMALY,5676,comet.exe,,Whitelisted,ML behavioral anomaly (z=5.31)
2025-12-17T14:20:38.646464,INFO,ML_ANOMALY,11276,comet.exe,,Whitelisted,ML behavioral anomaly (z=3.90)
2025-12-17T14:20:40.474608,INFO,ML_ANOMALY,10724,firefox.exe,,Whitelisted,ML behavioral anomaly (z=5.37)
2025-12-17T14:20:45.123503,WARNING,ML_ANOMALY,11860,M365Copilot.exe,,Score +10 (total 30),ML behavioral anomaly (z=4.76)
2025-12-17T14:20:45.154188,WARNING,ML_ANOMALY,13940,ChatGPT.exe,,Score +10 (total 10),ML behavioral anomaly (z=3.82)
2025-12-17T14:20:45.166600,INFO,ML_ANOMALY,14880,svchost.exe,,Whitelisted,ML behavioral anomaly (z=5.39)
2025-12-17T14:20:46.717843,INFO,ML_ANOMALY,2972,Code.exe,,Whitelisted,ML behavioral anomaly (z=5.33)
2025-12-17T14:20:47.001202,INFO,ML_ANOMALY,9988,powershell.exe,,Whitelisted,ML behavioral anomaly (z=4.37)
2025-12-17T14:20:50.799869,INFO,ML_ANOMALY,10724,firefox.exe,,Whitelisted,ML behavioral anomaly (z=5.38)
2025-12-17T14:20:50.825303,WARNING,ML_ANOMALY,11520,WhatsApp.Root.exe,,Score +10 (total 10),ML behavioral anomaly (z=3.74)
2025-12-17T14:20:50.940881,WARNING,ML_ANOMALY,15224,csrss.exe,,Score +10 (total 10),ML behavioral anomaly (z=5.08)
2025-12-17T14:20:55.368412,WARNING,ML_ANOMALY,4848,msedgewebview2.exe,,Score +10 (total 10),ML behavioral anomaly (z=4.37)
2025-12-17T14:20:55.410755,WARNING,ML_ANOMALY,6944,msedgewebview2.exe,,Score +10 (total 10),ML behavioral anomaly (z=4.36)
2025-12-17T14:20:55.490291,WARNING,ML_ANOMALY,13292,msedgewebview2.exe,,Score +10 (total 10),ML behavioral anomaly (z=4.37)
2025-12-17T14:20:55.537362,WARNING,ML_ANOMALY,16404,msedgewebview2.exe,,Score +10 (total 10),ML behavioral anomaly (z=4.37)
2025-12-17T14:20:56.627835,WARNING,ML_ANOMALY,1020,services.exe,,Score +10 (total 10),ML behavioral anomaly (z=5.39)
2025-12-17T14:20:56.729379,WARNING,ML_ANOMALY,2200,msedgewebview2.exe,,Score +10 (total 10),ML behavioral anomaly (z=4.80)
2025-12-17T14:20:57.167554,WARNING,ML_ANOMALY,16288,msedgewebview2.exe,,Score +10 (total 10),ML behavioral anomaly (z=4.80)
2025-12-17T14:20:58.279634,INFO,ML_ANOMALY,1132,svchost.exe,,Whitelisted,ML behavioral anomaly (z=5.39)
2025-12-17T14:20:58.299525,WARNING,ML_ANOMALY,1448,msedgewebview2.exe,,Score +10 (total 10),ML behavioral anomaly (z=4.80)
2025-12-17T14:20:58.414332,WARNING,ML_ANOMALY,2980,msedgewebview2.exe,,Score +10 (total 10),ML behavioral anomaly (z=4.80)
2025-12-17T14:20:58.472556,WARNING,ML_ANOMALY,3740,msedgewebview2.exe,,Score +10 (total 10),ML behavioral anomaly (z=5.39)
2025-12-17T14:20:58.681998,WARNING,ML_ANOMALY,8668,msedgewebview2.exe,,Score +10 (total 10),ML behavioral anomaly (z=5.39)
2025-12-17T14:21:00.651240,INFO,ML_ANOMALY,10192,comet.exe,,Whitelisted,ML behavioral anomaly (z=5.38)
2025-12-17T14:21:00.818886,INFO,ML_ANOMALY,15980,comet.exe,,Whitelisted,ML behavioral anomaly (z=5.39)
2025-12-17T14:21:00.895998,INFO,ML_ANOMALY,18284,comet.exe,,Whitelisted,ML behavioral anomaly (z=5.38)
2025-12-17T14:21:00.927143,INFO,ML_ANOMALY,21312,comet.exe,,Whitelisted,ML behavioral anomaly (z=5.38)
2025-12-17T14:21:02.521804,INFO,ML_ANOMALY,5056,comet.exe,,Whitelisted,ML behavioral anomaly (z=5.39)
2025-12-17T14:21:03.367822,INFO,ML_ANOMALY,8244,Code.exe,,Whitelisted,ML behavioral anomaly (z=5.27)
2025-12-17T14:21:03.435924,INFO,ML_ANOMALY,12720,Code.exe,,Whitelisted,ML behavioral anomaly (z=4.01)
2025-12-17T14:21:03.465731,WARNING,ML_ANOMALY,15224,csrss.exe,,Score +10 (total 20),ML behavioral anomaly (z=4.21)
2025-12-17T14:21:03.520153,INFO,ML_ANOMALY,21464,SearchProtocolHost.exe,,Whitelisted,ML behavioral anomaly (z=4.73)
2025-12-17T14:21:05.338659,INFO,ML_ANOMALY,12328,Code.exe,,Whitelisted,ML behavioral anomaly (z=3.57)
2025-12-17T14:21:09.822022,WARNING,ML_ANOMALY,2376,RegSvcs.exe,,Score +10 (total 10),ML behavioral anomaly (z=5.39)
2025-12-17T14:21:09.886299,INFO,ML_ANOMALY,2972,Code.exe,,Whitelisted,ML behavioral anomaly (z=3.73)
2025-12-17T14:21:09.891268,WARNING,ML_ANOMALY,2988,MemCompression,,Score +10 (total 10),ML behavioral anomaly (z=5.39)
2025-12-17T14:21:10.148025,INFO,ML_ANOMALY,7432,firefox.exe,,Whitelisted,ML behavioral anomaly (z=5.39)
2025-12-17T14:21:10.158731,WARNING,ML_ANOMALY,8668,msedgewebview2.exe,,Score +10 (total 20),ML behavioral anomaly (z=5.39)
2025-12-17T14:21:10.200009,INFO,ML_ANOMALY,10680,Code.exe,,Whitelisted,ML behavioral anomaly (z=5.38)
2025-12-17T14:21:10.200531,INFO,ML_ANOMALY,10876,svchost.exe,,Whitelisted,ML behavioral anomaly (z=5.39)
